2,0,0,5,8,8,3,0,15,5,9,0,0,0,0,0,0,0,0,0,0,11008
3,0,0,5,8,8,3,0,15,5,9,0,0,0,0,0,0,0,0,0,0,11008
4,0,0,5,8,8,3,0,15,5,9,0,0,0,0,0,0,0,0,0,0,11008
5,0,0,5,8,8,3,0,15,5,9,0,0,0,0,0,0,0,0,0,0,11008
6,0,0,5,8,8,3,0,15,5,9,0,0,0,0,0,0,0,0,0,0,11008
7,0,0,5,9,16,3,0,15,5,11,0,0,0,0,0,0,0,0,0,0,11842
9,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
10,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
11,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
12,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
13,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
14,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
15,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
16,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
17,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
18,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
19,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
20,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
21,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
22,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
23,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
24,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
25,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
26,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
27,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
28,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
29,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
30,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
31,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
33,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
34,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
35,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
36,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
37,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
38,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
40,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
41,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
43,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
44,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8801
46,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8596
47,0,0,0,9,17,3,0,5,5,13,0,0,0,0,0,0,0,0,0,0,8596
48,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
49,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
50,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
52,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
53,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
54,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
55,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
56,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
57,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
58,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
59,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
60,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
61,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
62,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
63,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
64,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
65,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
66,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
67,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
68,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
69,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
71,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
72,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
74,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
75,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
76,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
77,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
78,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
79,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
80,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
82,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
83,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
84,0,0,0,9,10,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,6933
85,6,0,1,9,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9612
86,6,0,1,9,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9612
87,6,0,1,9,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9612
88,6,0,1,9,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9612
89,6,0,1,9,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9612
90,6,0,1,9,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9612
92,6,0,1,9,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9612
94,6,0,1,9,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9612
95,6,0,1,9,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9612
96,6,0,1,9,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9612
97,14,0,16,18,70,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,16014
98,6,0,1,9,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9612
99,6,0,1,9,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9612
101,6,0,1,9,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9612
102,6,0,1,9,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9612
103,6,0,1,9,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9612
104,6,0,1,9,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9612
105,6,0,1,9,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9612
106,6,0,1,7,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9598
108,6,0,1,7,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9598
109,6,0,1,7,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9598
110,6,0,1,7,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9598
111,6,0,1,7,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9598
112,6,0,1,7,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9598
114,6,0,1,7,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9598
115,6,0,1,7,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9598
116,6,0,1,7,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9598
117,6,0,1,7,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9598
119,6,0,1,7,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9598
120,6,0,1,7,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9598
121,6,0,1,7,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9598
122,6,0,1,7,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9598
123,6,0,1,7,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9598
124,6,0,1,7,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9598
125,6,0,1,7,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9598
126,6,0,1,7,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9598
128,6,0,1,7,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9598
129,6,0,1,7,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9598
131,6,0,1,7,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9598
133,6,0,1,7,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9598
134,6,0,1,7,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9598
135,6,0,1,7,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9598
136,6,0,1,7,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9598
137,6,0,1,7,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9598
138,6,0,1,7,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9598
139,6,0,1,7,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9598
140,6,0,1,7,13,3,0,13,5,7,0,0,0,0,0,0,0,0,0,0,9598
141,6,0,1,7,13,3,0,13,5,9,0,0,0,0,0,0,0,0,0,0,10004
143,6,0,1,7,13,3,0,13,5,9,0,0,0,0,0,0,0,0,0,0,10004
144,6,0,1,7,13,3,0,13,5,9,0,0,0,0,0,0,0,0,0,0,10004
145,14,0,16,16,70,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,16018
146,14,0,16,16,70,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,16018
147,14,0,16,16,70,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,16018
148,12,0,16,15,69,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,16010
149,12,0,16,15,69,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,16010
150,12,0,16,15,69,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,16010
152,12,0,16,15,69,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,16010
153,12,0,16,15,73,0,0,2,1,13,0,0,0,0,0,0,0,0,0,0,15200
154,12,0,16,15,73,0,0,2,1,13,0,0,0,0,0,0,0,0,0,0,15200
155,12,0,16,15,73,0,0,2,1,13,0,0,0,0,0,0,0,0,0,0,15200
156,12,0,16,15,73,0,0,2,1,13,0,0,0,0,0,0,0,0,0,0,15200
157,12,0,16,15,73,0,0,2,1,13,0,0,0,0,0,0,0,0,0,0,15200
158,12,0,16,15,73,0,0,2,1,13,0,0,0,0,0,0,0,0,0,0,15200
159,12,0,16,15,73,0,0,2,1,13,0,0,0,0,0,0,0,0,0,0,15200
160,12,0,16,15,73,0,0,2,1,13,0,0,0,0,0,0,0,0,0,0,15200
161,12,0,18,18,85,0,0,2,1,13,0,0,0,0,0,0,0,0,0,0,15276
162,12,0,18,18,85,0,0,2,1,13,0,0,0,0,0,0,0,0,0,0,15276
163,12,0,18,18,85,0,0,2,1,13,0,0,0,0,0,0,0,0,0,0,15276
165,12,0,18,18,85,0,0,2,1,13,0,0,0,0,0,0,0,0,0,0,15276
166,12,0,18,18,85,0,0,2,1,13,0,0,0,0,0,0,0,0,0,0,15276
167,12,0,18,18,85,0,0,2,1,13,0,0,0,0,0,0,0,0,0,0,15276
